1,2,want,look,desire
1,2,want,look,crave
1,2,want,look,account
1,2,want,look,admire
1,2,want,look,advise
1,2,want,look,agree
1,2,want,look,anything
1,2,want,look,ask
1,2,want,look,aspire
1,2,want,look,attention
1,2,want,look,aut
1,2,want,look,await
1,2,want,look,all
1,2,want,look,care
1,2,want,look,caring
1,2,want,look,cool
1,2,want,look,down
1,2,want,look,expect
1,3,want,thing,asymmetry
1,3,want,thing,disability
1,3,want,thing,desirable
1,3,want,thing,disproportion
1,3,want,thing,abandon
1,3,want,thing,absence
1,3,want,thing,account
1,3,want,thing,ache
1,3,want,thing,advise
1,3,want,thing,all
1,3,want,thing,desire
1,3,want,thing,wish
1,3,want,thing,craving
1,3,want,thing,longing
1,3,want,thing,long for
1,3,want,thing,earn
1,3,want,thing,yearn
1,3,want,thing,desiring
1,3,want,thing,pant
1,4,want,tell,say
1,4,want,tell,tells
1,4,want,tell,know
1,4,want,tell,saying
1,4,want,tell,account
1,4,want,tell,advise
1,4,want,tell,appears
1,4,want,tell,application
1,4,want,tell,ask
1,4,want,tell,call
1,4,want,tell,all
1,4,want,tell,any
1,5,want,man,dishonorable
1,5,want,man,agree
1,5,want,man,all
1,5,want,man,anything
1,5,want,man,ask
1,5,want,man,attention
1,5,want,man,bum
1,5,want,man,call
1,5,want,man,come
1,5,want,man,coming
1,5,want,man,manly
1,5,want,man,masculine
1,5,want,man,virile
1,5,want,man,manhood
1,5,want,man,virility
1,5,want,man,macho
1,5,want,man,man
1,5,want,man,masculinity
1,6,want,life,destitute
1,6,want,life,deadness
1,6,want,life,acedia
1,6,want,life,destitution
1,6,want,life,scarcity
1,6,want,life,barbarism
1,6,want,life,appetite
1,6,want,life,begin
1,6,want,life,bum
1,6,want,life,call
1,6,want,life,change
1,7,want,right,abandon
1,7,want,right,accept
1,7,want,right,agree
1,7,want,right,any
1,7,want,right,anything
1,7,want,right,application
1,7,want,right,attention
1,7,want,right,away
1,7,want,right,awkward
1,7,want,right,badly
1,7,want,right,conservative
1,7,want,right,right-wing
1,7,want,right,republican
1,7,want,right,believe
1,7,want,right,demand
1,8,want,down,desire
1,8,want,down,crave
1,8,want,down,sit
1,8,want,down,abandon
1,8,want,down,abort
1,8,want,down,agree
1,8,want,down,all
1,8,want,down,ask
1,8,want,down,asking
1,8,want,down,attention
1,8,want,down,away
1,8,want,down,begin
1,8,want,down,bring
1,8,want,down,call
1,8,want,down,come
1,8,want,down,coming
1,9,want,try,trying
1,9,want,try,prove
1,9,want,try,test
1,9,want,try,testing
1,9,want,try,seek
1,9,want,try,ask
1,9,want,try,aspire
1,9,want,try,call
1,9,want,try,dig
1,9,want,try,discourage
1,9,want,try,desire
1,9,want,try,crave
1,9,want,try,yearn
1,9,want,try,feel
1,10,want,call,desire
1,10,want,call,like
1,10,want,call,mind
1,10,want,call,say
1,10,want,call,wanna
1,10,want,call,wish
1,10,want,call,abandon
1,10,want,call,abort
1,10,want,call,account
1,10,want,call,ache
1,10,want,call,application
1,10,want,call,ask
1,10,want,call,beg
1,11,want,woman,miss
1,11,want,woman,abort
1,11,want,woman,anything
1,11,want,woman,divorce
1,11,want,woman,easy
1,11,want,woman,else
1,11,want,woman,fail
1,11,want,woman,frigidity
1,11,want,woman,gamine
1,11,want,woman,haggard
1,11,want,woman,missed
1,11,want,woman,misses
1,11,want,woman,stays
1,12,want,still,desire
1,12,want,still,crave
1,12,want,still,any
1,12,want,still,aut
1,12,want,still,away
1,12,want,still,call
1,12,want,still,continued
1,12,want,still,continues
1,12,want,still,continuing
1,12,want,still,easy
1,12,want,still,else
1,12,want,still,everything
1,12,want,still,yearn
1,12,want,still,long
1,12,want,still,pant
1,12,want,still,desiring
1,12,want,still,long for
1,12,want,still,yen
1,13,want,mean,meanness
1,13,want,mean,account
1,13,want,mean,asked
1,13,want,mean,attention
1,13,want,mean,believe
1,13,want,mean,desired
1,13,want,mean,dig
1,13,want,mean,feel
1,13,want,mean,get
1,13,want,mean,good
1,13,want,mean,avarice
1,13,want,mean,greed
1,13,want,mean,covetousness
1,13,want,mean,any
1,13,want,mean,anything
1,13,want,mean,guess
1,13,want,mean,hear
1,14,want,world,coffee
1,14,want,world,come
1,14,want,world,demand
1,14,want,world,everyone
1,14,want,world,here
1,14,want,world,hunger
1,14,want,world,mecca
1,14,want,world,out
1,14,want,world,will
1,14,want,world,cool
1,14,want,world,everything
1,14,want,world,projects
1,14,want,world,absurdism
1,14,want,world,taiwan
1,14,want,world,inexperience
1,15,want,feel,desire
1,15,want,feel,crave
1,15,want,feel,longing
1,15,want,feel,yearning
1,15,want,feel,aspiration
1,15,want,feel,hunger
1,15,want,feel,miss
1,15,want,feel,desiderate
1,15,want,feel,desired
1,15,want,feel,desiring
1,15,want,feel,missed
1,15,want,feel,misses
1,15,want,feel,need
1,15,want,feel,needing
1,15,want,feel,nerd
1,16,want,child,ask
1,16,want,child,bring
1,16,want,child,caring
1,16,want,child,dribble
1,16,want,child,dribbling
1,16,want,child,easy
1,16,want,child,expect
1,16,want,child,expecting
1,16,want,child,neglect
1,16,want,child,only
1,16,want,child,desire
1,16,want,child,craving
1,16,want,child,yearning
1,16,want,child,longing
